Flow, Port, Time, Duration, RxPackets, RxData
64B-downstream,trunk-1_19,1522324279000000000,1000000000,0,0
64B-downstream,trunk-1_19,1522324279000000000,1000000000,0,0
64B-downstream,trunk-1_19,1522324280000000000,1000000000,10,600
64B-downstream,trunk-1_19,1522324281000000000,1000000000,20,1200
64B-downstream,trunk-1_19,1522324282000000000,1000000000,30,1800
64B-downstream,trunk-1_19,1522324283000000000,1000000000,40,2400
64B-downstream,trunk-1_19,1522324284000000000,1000000000,50,3000
64B-downstream,trunk-1_19,1522324285000000000,1000000000,60,3600
64B-downstream,trunk-1_19,1522324286000000000,1000000000,70,4200
64B-downstream,trunk-1_19,1522324287000000000,1000000000,80,4800
64B-downstream,trunk-1_19,1522324288000000000,1000000000,90,5400
64B-downstream,trunk-1_19,1522324289000000000,1000000000,100,6000
64B-downstream,trunk-1_19,1522324290000000000,1000000000,110,6600
64B-downstream,trunk-1_19,1522324291000000000,1000000000,120,7200
64B-downstream,trunk-1_19,1522324292000000000,1000000000,130,7800
64B-downstream,trunk-1_19,1522324293000000000,1000000000,140,8400
64B-downstream,trunk-1_19,1522324294000000000,1000000000,150,9000
64B-downstream,trunk-1_19,1522324295000000000,1000000000,160,9600
64B-downstream,trunk-1_19,1522324296000000000,1000000000,170,10200
64B-downstream,trunk-1_19,1522324297000000000,1000000000,180,10800
64B-downstream,trunk-1_19,1522324298000000000,1000000000,190,11400
64B-downstream,trunk-1_19,1522324299000000000,1000000000,200,12000
64B-downstream,trunk-1_19,1522324300000000000,1000000000,210,12600
64B-downstream,trunk-1_19,1522324301000000000,1000000000,220,13200
64B-downstream,trunk-1_19,1522324302000000000,1000000000,230,13800
64B-downstream,trunk-1_19,1522324303000000000,1000000000,240,14400
64B-downstream,trunk-1_19,1522324304000000000,1000000000,250,15000
64B-downstream,trunk-1_19,1522324305000000000,1000000000,260,15600
64B-downstream,trunk-1_19,1522324306000000000,1000000000,270,16200
64B-downstream,trunk-1_19,1522324307000000000,1000000000,280,16800
64B-downstream,trunk-1_19,1522324308000000000,1000000000,290,17400
64B-downstream,trunk-1_19,1522324309000000000,1000000000,300,18000
64B-downstream,trunk-1_19,1522324310000000000,1000000000,310,18600
64B-downstream,trunk-1_19,1522324311000000000,1000000000,320,19200
64B-downstream,trunk-1_19,1522324312000000000,1000000000,330,19800
64B-downstream,trunk-1_19,1522324313000000000,1000000000,340,20400
64B-downstream,trunk-1_19,1522324314000000000,1000000000,350,21000
64B-downstream,trunk-1_19,1522324315000000000,1000000000,360,21600
64B-downstream,trunk-1_19,1522324316000000000,1000000000,370,22200
64B-downstream,trunk-1_19,1522324317000000000,1000000000,380,22800
64B-downstream,trunk-1_19,1522324318000000000,1000000000,390,23400
64B-downstream,trunk-1_19,1522324319000000000,1000000000,400,24000
64B-downstream,trunk-1_19,1522324320000000000,1000000000,410,24600
64B-downstream,trunk-1_19,1522324321000000000,1000000000,420,25200
64B-downstream,trunk-1_19,1522324322000000000,1000000000,430,25800
64B-downstream,trunk-1_19,1522324323000000000,1000000000,440,26400
64B-downstream,trunk-1_19,1522324324000000000,1000000000,450,27000
64B-downstream,trunk-1_19,1522324325000000000,1000000000,460,27600
64B-downstream,trunk-1_19,1522324326000000000,1000000000,470,28200
64B-downstream,trunk-1_19,1522324327000000000,1000000000,480,28800
64B-downstream,trunk-1_19,1522324328000000000,1000000000,490,29400
64B-downstream,trunk-1_19,1522324329000000000,1000000000,500,30000
64B-downstream,trunk-1_19,1522324330000000000,1000000000,510,30600
64B-downstream,trunk-1_19,1522324331000000000,1000000000,520,31200
64B-downstream,trunk-1_19,1522324332000000000,1000000000,530,31800
64B-downstream,trunk-1_19,1522324333000000000,1000000000,540,32400
64B-downstream,trunk-1_19,1522324334000000000,1000000000,550,33000
64B-downstream,trunk-1_19,1522324335000000000,1000000000,560,33600
64B-downstream,trunk-1_19,1522324336000000000,1000000000,570,34200
64B-downstream,trunk-1_19,1522324337000000000,1000000000,580,34800
64B-downstream,trunk-1_19,1522324338000000000,1000000000,590,35400
64B-downstream,trunk-1_19,1522324339000000000,1000000000,600,36000
64B-downstream,trunk-1_19,1522324340000000000,1000000000,610,36600
64B-downstream,trunk-1_19,1522324341000000000,1000000000,620,37200
64B-downstream,trunk-1_19,1522324342000000000,1000000000,630,37800
64B-downstream,trunk-1_19,1522324343000000000,1000000000,640,38400
64B-downstream,trunk-1_19,1522324344000000000,1000000000,650,39000
64B-downstream,trunk-1_19,1522324345000000000,1000000000,660,39600
64B-downstream,trunk-1_19,1522324346000000000,1000000000,670,40200
64B-downstream,trunk-1_19,1522324347000000000,1000000000,680,40800
64B-downstream,trunk-1_19,1522324348000000000,1000000000,690,41400
64B-downstream,trunk-1_19,1522324349000000000,1000000000,700,42000
64B-downstream,trunk-1_19,1522324350000000000,1000000000,710,42600
64B-downstream,trunk-1_19,1522324351000000000,1000000000,720,43200
64B-downstream,trunk-1_19,1522324352000000000,1000000000,730,43800
64B-downstream,trunk-1_19,1522324353000000000,1000000000,740,44400
64B-downstream,trunk-1_19,1522324354000000000,1000000000,750,45000
64B-downstream,trunk-1_19,1522324355000000000,1000000000,760,45600
64B-downstream,trunk-1_19,1522324356000000000,1000000000,770,46200
64B-downstream,trunk-1_19,1522324357000000000,1000000000,780,46800
64B-downstream,trunk-1_19,1522324358000000000,1000000000,790,47400
64B-downstream,trunk-1_19,1522324359000000000,1000000000,800,48000
64B-downstream,trunk-1_19,1522324360000000000,1000000000,810,48600
64B-downstream,trunk-1_19,1522324361000000000,1000000000,820,49200
64B-downstream,trunk-1_19,1522324362000000000,1000000000,830,49800
64B-downstream,trunk-1_19,1522324363000000000,1000000000,840,50400
64B-downstream,trunk-1_19,1522324364000000000,1000000000,850,51000
64B-downstream,trunk-1_19,1522324365000000000,1000000000,860,51600
64B-downstream,trunk-1_19,1522324366000000000,1000000000,870,52200
64B-downstream,trunk-1_19,1522324367000000000,1000000000,880,52800
64B-downstream,trunk-1_19,1522324368000000000,1000000000,890,53400
64B-downstream,trunk-1_19,1522324369000000000,1000000000,900,54000
64B-downstream,trunk-1_19,1522324370000000000,1000000000,910,54600
64B-downstream,trunk-1_19,1522324371000000000,1000000000,920,55200
64B-downstream,trunk-1_19,1522324372000000000,1000000000,930,55800
64B-downstream,trunk-1_19,1522324373000000000,1000000000,940,56400
64B-downstream,trunk-1_19,1522324374000000000,1000000000,950,57000
64B-downstream,trunk-1_19,1522324375000000000,1000000000,960,57600
64B-downstream,trunk-1_19,1522324376000000000,1000000000,970,58200
64B-downstream,trunk-1_19,1522324377000000000,1000000000,980,58800
64B-downstream,trunk-1_19,1522324378000000000,1000000000,990,59400
64B-downstream,trunk-1_19,1522324379000000000,1000000000,1000,60000
64B-downstream,trunk-1_19,1522324380000000000,1000000000,1010,60600
64B-downstream,trunk-1_19,1522324381000000000,1000000000,1020,61200
64B-downstream,trunk-1_19,1522324382000000000,1000000000,1030,61800
64B-downstream,trunk-1_19,1522324383000000000,1000000000,1040,62400
64B-downstream,trunk-1_19,1522324384000000000,1000000000,1050,63000
64B-downstream,trunk-1_19,1522324385000000000,1000000000,1060,63600
64B-downstream,trunk-1_19,1522324386000000000,1000000000,1070,64200
64B-downstream,trunk-1_19,1522324387000000000,1000000000,1080,64800
64B-downstream,trunk-1_19,1522324388000000000,1000000000,1090,65400
64B-downstream,trunk-1_19,1522324389000000000,1000000000,1100,66000
64B-downstream,trunk-1_19,1522324390000000000,1000000000,1110,66600
64B-downstream,trunk-1_19,1522324391000000000,1000000000,1120,67200
64B-downstream,trunk-1_19,1522324392000000000,1000000000,1130,67800
64B-downstream,trunk-1_19,1522324393000000000,1000000000,1140,68400
64B-downstream,trunk-1_19,1522324394000000000,1000000000,1150,69000
64B-downstream,trunk-1_19,1522324395000000000,1000000000,1160,69600
64B-downstream,trunk-1_19,1522324396000000000,1000000000,1170,70200
64B-downstream,trunk-1_19,1522324397000000000,1000000000,1180,70800
64B-downstream,trunk-1_19,1522324398000000000,1000000000,1190,71400
64B-downstream,trunk-1_19,1522324399000000000,1000000000,1200,72000
64B-downstream,trunk-1_19,1522324400000000000,1000000000,1210,72600
64B-downstream,trunk-1_19,1522324401000000000,1000000000,1220,73200
64B-downstream,trunk-1_19,1522324402000000000,1000000000,1230,73800
64B-downstream,trunk-1_19,1522324403000000000,1000000000,1240,74400
64B-downstream,trunk-1_19,1522324404000000000,1000000000,1250,75000
64B-downstream,trunk-1_19,1522324405000000000,1000000000,1260,75600
64B-downstream,trunk-1_19,1522324406000000000,1000000000,1270,76200
64B-downstream,trunk-1_19,1522324407000000000,1000000000,1280,76800
64B-downstream,trunk-1_19,1522324408000000000,1000000000,1290,77400
64B-downstream,trunk-1_19,1522324409000000000,1000000000,1300,78000
64B-downstream,trunk-1_19,1522324410000000000,1000000000,1310,78600
64B-downstream,trunk-1_19,1522324411000000000,1000000000,1320,79200
64B-downstream,trunk-1_19,1522324412000000000,1000000000,1330,79800
64B-downstream,trunk-1_19,1522324413000000000,1000000000,1336,80160
64B-downstream,trunk-1_19,1522324414000000000,1000000000,1338,80280
64B-downstream,trunk-1_19,1522324415000000000,1000000000,1339,80340
64B-downstream,trunk-1_19,1522324416000000000,1000000000,1337,80220
64B-downstream,trunk-1_19,1522324417000000000,1000000000,1337,80220
64B-downstream,trunk-1_19,1522324418000000000,1000000000,1336,80160
64B-downstream,trunk-1_19,1522324419000000000,1000000000,1337,80220
64B-downstream,trunk-1_19,1522324420000000000,1000000000,1341,80460
64B-downstream,trunk-1_19,1522324421000000000,1000000000,1346,80760
64B-downstream,trunk-1_19,1522324422000000000,1000000000,1347,80820
64B-downstream,trunk-1_19,1522324423000000000,1000000000,1346,80760
64B-downstream,trunk-1_19,1522324424000000000,1000000000,1345,80700
64B-downstream,trunk-1_19,1522324425000000000,1000000000,1352,81120
64B-downstream,trunk-1_19,1522324426000000000,1000000000,1345,80700
64B-downstream,trunk-1_19,1522324427000000000,1000000000,1346,80760
64B-downstream,trunk-1_19,1522324428000000000,1000000000,1346,80760
64B-downstream,trunk-1_19,1522324429000000000,1000000000,1353,81180
64B-downstream,trunk-1_19,1522324430000000000,1000000000,1355,81300
64B-downstream,trunk-1_19,1522324431000000000,1000000000,1355,81300
64B-downstream,trunk-1_19,1522324432000000000,1000000000,1355,81300
64B-downstream,trunk-1_19,1522324433000000000,1000000000,1357,81420
64B-downstream,trunk-1_19,1522324434000000000,1000000000,1355,81300
64B-downstream,trunk-1_19,1522324435000000000,1000000000,1360,81600
64B-downstream,trunk-1_19,1522324436000000000,1000000000,1355,81300
64B-downstream,trunk-1_19,1522324437000000000,1000000000,1355,81300
64B-downstream,trunk-1_19,1522324438000000000,1000000000,1366,81960
64B-downstream,trunk-1_19,1522324439000000000,1000000000,1364,81840
64B-downstream,trunk-1_19,1522324440000000000,1000000000,1364,81840
64B-downstream,trunk-1_19,1522324441000000000,1000000000,1364,81840
64B-downstream,trunk-1_19,1522324442000000000,1000000000,1361,81660
64B-downstream,trunk-1_19,1522324443000000000,1000000000,1367,82020
64B-downstream,trunk-1_19,1522324444000000000,1000000000,1367,82020
64B-downstream,trunk-1_19,1522324445000000000,1000000000,1367,82020
64B-downstream,trunk-1_19,1522324446000000000,1000000000,1374,82440
64B-downstream,trunk-1_19,1522324447000000000,1000000000,1372,82320
64B-downstream,trunk-1_19,1522324448000000000,1000000000,1372,82320
64B-downstream,trunk-1_19,1522324449000000000,1000000000,1372,82320
64B-downstream,trunk-1_19,1522324450000000000,1000000000,1371,82260
64B-downstream,trunk-1_19,1522324451000000000,1000000000,1371,82260
64B-downstream,trunk-1_19,1522324452000000000,1000000000,1369,82140
64B-downstream,trunk-1_19,1522324453000000000,1000000000,1372,82320
64B-downstream,trunk-1_19,1522324454000000000,1000000000,1379,82740
64B-downstream,trunk-1_19,1522324455000000000,1000000000,1381,82860
64B-downstream,trunk-1_19,1522324456000000000,1000000000,1381,82860
64B-downstream,trunk-1_19,1522324457000000000,1000000000,1381,82860
64B-downstream,trunk-1_19,1522324458000000000,1000000000,1382,82920
64B-downstream,trunk-1_19,1522324459000000000,1000000000,1382,82920
64B-downstream,trunk-1_19,1522324460000000000,1000000000,1381,82860
64B-downstream,trunk-1_19,1522324461000000000,1000000000,1381,82860
64B-downstream,trunk-1_19,1522324462000000000,1000000000,1390,83400
64B-downstream,trunk-1_19,1522324463000000000,1000000000,1390,83400
64B-downstream,trunk-1_19,1522324464000000000,1000000000,1386,83160
64B-downstream,trunk-1_19,1522324465000000000,1000000000,1390,83400
64B-downstream,trunk-1_19,1522324466000000000,1000000000,1387,83220
64B-downstream,trunk-1_19,1522324467000000000,1000000000,1387,83220
64B-downstream,trunk-1_19,1522324468000000000,1000000000,1391,83460
64B-downstream,trunk-1_19,1522324469000000000,1000000000,1390,83400
64B-downstream,trunk-1_19,1522324470000000000,1000000000,1390,83400
64B-downstream,trunk-1_19,1522324471000000000,1000000000,1399,83940
64B-downstream,trunk-1_19,1522324472000000000,1000000000,1397,83820
64B-downstream,trunk-1_19,1522324473000000000,1000000000,1400,84000
64B-downstream,trunk-1_19,1522324474000000000,1000000000,1396,83760
64B-downstream,trunk-1_19,1522324475000000000,1000000000,1399,83940
64B-downstream,trunk-1_19,1522324476000000000,1000000000,1396,83760
64B-downstream,trunk-1_19,1522324477000000000,1000000000,1399,83940
64B-downstream,trunk-1_19,1522324478000000000,1000000000,1401,84060
64B-downstream,trunk-1_19,1522324479000000000,1000000000,1400,84000
64B-downstream,trunk-1_19,1522324480000000000,1000000000,1400,84000
64B-downstream,trunk-1_19,1522324481000000000,1000000000,1406,84360
64B-downstream,trunk-1_19,1522324482000000000,1000000000,1405,84300
64B-downstream,trunk-1_19,1522324483000000000,1000000000,1406,84360
64B-downstream,trunk-1_19,1522324484000000000,1000000000,1405,84300
64B-downstream,trunk-1_19,1522324485000000000,1000000000,1407,84420
64B-downstream,trunk-1_19,1522324486000000000,1000000000,1412,84720
64B-downstream,trunk-1_19,1522324487000000000,1000000000,1415,84900
64B-downstream,trunk-1_19,1522324488000000000,1000000000,1415,84900
64B-downstream,trunk-1_19,1522324489000000000,1000000000,1416,84960
64B-downstream,trunk-1_19,1522324490000000000,1000000000,1412,84720
64B-downstream,trunk-1_19,1522324491000000000,1000000000,1416,84960
64B-downstream,trunk-1_19,1522324492000000000,1000000000,1416,84960
64B-downstream,trunk-1_19,1522324493000000000,1000000000,1415,84900
64B-downstream,trunk-1_19,1522324494000000000,1000000000,1415,84900
64B-downstream,trunk-1_19,1522324495000000000,1000000000,1421,85260
64B-downstream,trunk-1_19,1522324496000000000,1000000000,1429,85740
64B-downstream,trunk-1_19,1522324497000000000,1000000000,1429,85740
64B-downstream,trunk-1_19,1522324498000000000,1000000000,1430,85800
64B-downstream,trunk-1_19,1522324499000000000,1000000000,1425,85500
64B-downstream,trunk-1_19,1522324500000000000,1000000000,1426,85560
64B-downstream,trunk-1_19,1522324501000000000,1000000000,1425,85500
64B-downstream,trunk-1_19,1522324502000000000,1000000000,1427,85620
64B-downstream,trunk-1_19,1522324503000000000,1000000000,1429,85740
64B-downstream,trunk-1_19,1522324504000000000,1000000000,1431,85860
64B-downstream,trunk-1_19,1522324505000000000,1000000000,1434,86040
64B-downstream,trunk-1_19,1522324506000000000,1000000000,1430,85800
64B-downstream,trunk-1_19,1522324507000000000,1000000000,1431,85860
64B-downstream,trunk-1_19,1522324508000000000,1000000000,1435,86100
64B-downstream,trunk-1_19,1522324509000000000,1000000000,1434,86040
64B-downstream,trunk-1_19,1522324510000000000,1000000000,1438,86280
64B-downstream,trunk-1_19,1522324511000000000,1000000000,1438,86280
64B-downstream,trunk-1_19,1522324512000000000,1000000000,1440,86400
64B-downstream,trunk-1_19,1522324513000000000,1000000000,1442,86520
64B-downstream,trunk-1_19,1522324514000000000,1000000000,1439,86340
64B-downstream,trunk-1_19,1522324515000000000,1000000000,1442,86520
64B-downstream,trunk-1_19,1522324516000000000,1000000000,1439,86340
64B-downstream,trunk-1_19,1522324517000000000,1000000000,1442,86520
64B-downstream,trunk-1_19,1522324518000000000,1000000000,1441,86460
64B-downstream,trunk-1_19,1522324519000000000,1000000000,1446,86760
64B-downstream,trunk-1_19,1522324520000000000,1000000000,1449,86940
64B-downstream,trunk-1_19,1522324521000000000,1000000000,1451,87060
64B-downstream,trunk-1_19,1522324522000000000,1000000000,1449,86940
64B-downstream,trunk-1_19,1522324523000000000,1000000000,1450,87000
64B-downstream,trunk-1_19,1522324524000000000,1000000000,1451,87060
64B-downstream,trunk-1_19,1522324525000000000,1000000000,1450,87000
64B-downstream,trunk-1_19,1522324526000000000,1000000000,1451,87060
64B-downstream,trunk-1_19,1522324527000000000,1000000000,1452,87120
64B-downstream,trunk-1_19,1522324528000000000,1000000000,1455,87300
64B-downstream,trunk-1_19,1522324529000000000,1000000000,1460,87600
64B-downstream,trunk-1_19,1522324530000000000,1000000000,1460,87600
64B-downstream,trunk-1_19,1522324531000000000,1000000000,1457,87420
64B-downstream,trunk-1_19,1522324532000000000,1000000000,1457,87420
64B-downstream,trunk-1_19,1522324533000000000,1000000000,1459,87540
64B-downstream,trunk-1_19,1522324534000000000,1000000000,1460,87600
64B-downstream,trunk-1_19,1522324535000000000,1000000000,1461,87660
64B-downstream,trunk-1_19,1522324536000000000,1000000000,1467,88020
64B-downstream,trunk-1_19,1522324537000000000,1000000000,1469,88140
64B-downstream,trunk-1_19,1522324538000000000,1000000000,1466,87960
64B-downstream,trunk-1_19,1522324539000000000,1000000000,1469,88140
64B-downstream,trunk-1_19,1522324540000000000,1000000000,1467,88020
64B-downstream,trunk-1_19,1522324541000000000,1000000000,1467,88020
64B-downstream,trunk-1_19,1522324542000000000,1000000000,1469,88140
64B-downstream,trunk-1_19,1522324543000000000,1000000000,1469,88140
64B-downstream,trunk-1_19,1522324544000000000,1000000000,1474,88440
64B-downstream,trunk-1_19,1522324545000000000,1000000000,1469,88140
64B-downstream,trunk-1_19,1522324546000000000,1000000000,1476,88560
64B-downstream,trunk-1_19,1522324547000000000,1000000000,1476,88560
64B-downstream,trunk-1_19,1522324548000000000,1000000000,1476,88560
64B-downstream,trunk-1_19,1522324549000000000,1000000000,1476,88560
64B-downstream,trunk-1_19,1522324550000000000,1000000000,1477,88620
64B-downstream,trunk-1_19,1522324551000000000,1000000000,1475,88500
64B-downstream,trunk-1_19,1522324552000000000,1000000000,1475,88500
64B-downstream,trunk-1_19,1522324553000000000,1000000000,1486,89160
64B-downstream,trunk-1_19,1522324554000000000,1000000000,1482,88920
64B-downstream,trunk-1_19,1522324555000000000,1000000000,1484,89040
64B-downstream,trunk-1_19,1522324556000000000,1000000000,1490,89400
64B-downstream,trunk-1_19,1522324557000000000,1000000000,1491,89460
64B-downstream,trunk-1_19,1522324558000000000,1000000000,1486,89160
64B-downstream,trunk-1_19,1522324559000000000,1000000000,1487,89220
64B-downstream,trunk-1_19,1522324560000000000,1000000000,1487,89220
64B-downstream,trunk-1_19,1522324561000000000,1000000000,1496,89760
64B-downstream,trunk-1_19,1522324562000000000,1000000000,1494,89640
64B-downstream,trunk-1_19,1522324563000000000,1000000000,1499,89940
64B-downstream,trunk-1_19,1522324564000000000,1000000000,1499,89940
64B-downstream,trunk-1_19,1522324565000000000,1000000000,1495,89700
64B-downstream,trunk-1_19,1522324566000000000,1000000000,1494,89640
64B-downstream,trunk-1_19,1522324567000000000,1000000000,1495,89700
64B-downstream,trunk-1_19,1522324568000000000,1000000000,1501,90060
64B-downstream,trunk-1_19,1522324569000000000,1000000000,1506,90360
64B-downstream,trunk-1_19,1522324570000000000,1000000000,1502,90120
64B-downstream,trunk-1_19,1522324571000000000,1000000000,1504,90240
64B-downstream,trunk-1_19,1522324572000000000,1000000000,1501,90060
64B-downstream,trunk-1_19,1522324573000000000,1000000000,1506,90360
64B-downstream,trunk-1_19,1522324574000000000,1000000000,1504,90240
64B-downstream,trunk-1_19,1522324575000000000,1000000000,1502,90120
64B-downstream,trunk-1_19,1522324576000000000,1000000000,1507,90420
64B-downstream,trunk-1_19,1522324577000000000,1000000000,1515,90900
64B-downstream,trunk-1_19,1522324578000000000,1000000000,1514,90840
64B-downstream,trunk-1_19,1522324579000000000,1000000000,1512,90720
64B-downstream,trunk-1_19,1522324580000000000,1000000000,1515,90900
64B-downstream,trunk-1_19,1522324581000000000,1000000000,1512,90720
64B-downstream,trunk-1_19,1522324582000000000,1000000000,1512,90720
64B-downstream,trunk-1_19,1522324583000000000,1000000000,1512,90720
64B-downstream,trunk-1_19,1522324584000000000,1000000000,1512,90720
64B-downstream,trunk-1_19,1522324585000000000,1000000000,1514,90840
64B-downstream,trunk-1_19,1522324586000000000,1000000000,1514,90840
64B-downstream,trunk-1_19,1522324586000000000,1000000000,1514,90840
